"L2_O","L2_C","L5_O","L5_C","year1","year3","year5","year10","gender","age","emploi","Text","Level","Data","sentiment","docname","Segment","WPS","WC","Sixltr","Dic","fonction","pronom","pronomp","je","nous","vous","il","ils","pronomimp","article","verbe","verbeauxi","verbepassé","verbeprésent","verbefutur","adverbe","préposition","conjonction","négation","quantifieur","nombre","juron","social","famille","ami","humain","affect","émopos","émonég","anxiété","colère","tristesse","cognition","perspicacité","cause","divergence","tentative","certitude","inhibition","inclusion","exclusion","perception","voir","entendre","sentir","biologique","corps","santé","sexualité","alimentation","relativité","mouvement","espace","temps","travail","accomplissement","loisir","maison","argent","religion","mort","consentement","hésitation","remplisseur","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"Je ne me sens pas totalement en confiance. En effet, sur des longues distances lorsqu'on n'a pas d'activité, nous sommes plus sujet à l'endormissement et si c'est lors d'une de ces phases que la voiture fait un rappel à l'ordre, j'ai peur que le temps de réactions soit trop long","","","",0,0,30,49,2,24,1,"Je ne me sens pas totalement en confiance. En effet, sur des longues distances lorsqu'on n'a pas d'activité, nous sommes plus sujet à l'endormissement et si c'est lors d'une de ces phases que la voiture fait un rappel à l'ordre, j'ai peur que le temps de réactions soit trop long   ","Level2","Car",-2,"text89",89,27,54,18.52,305.56,50,9.26,9.26,5.56,1.85,0,1.85,0,0,14.81,12.96,5.56,1.85,11.11,0,7.41,14.81,9.26,7.41,5.56,1.85,0,1.85,0,0,0,5.56,3.7,1.85,1.85,0,0,29.63,3.7,5.56,1.85,1.85,3.7,1.85,16.67,7.41,1.85,0,0,1.85,0,0,0,0,0,20.37,3.7,7.41,5.56,1.85,3.7,0,0,1.85,0,0,0,0,0,22.22,1.85,5.56,0,0,0,0,0,14.81,14.81,0,22.22
"","Heureusement que le volant est toujours présent. Ces aides peuvent utiles pour la sécurité et éviter les accidents. Mais peu confiant au Cloud et aux risques de piratage.","","",1,1,1,40,1,23,1," Heureusement que le volant est toujours présent. Ces aides peuvent utiles pour la sécurité et éviter les accidents. Mais peu confiant au Cloud et aux risques de piratage.  ","Level2","Cloud",2,"text90",90,10.3333333333333,31,29.03,274.19,45.16,3.23,3.23,0,0,0,3.23,0,0,19.35,6.45,3.23,0,6.45,0,9.68,12.9,12.9,0,6.45,0,0,12.9,0,0,0,19.35,12.9,6.45,3.23,0,0,22.58,0,0,3.23,6.45,6.45,3.23,9.68,3.23,0,0,0,0,0,0,0,0,0,16.13,3.23,0,6.45,0,3.23,0,0,3.23,0,0,0,0,0,9.68,9.68,0,0,0,0,0,0,0,0,0,9.68
"Je me sens encore maître du véhicule et je vois l'intelligence artificielle comme un assistant qui me conseille et m'aide sur la conduite","","","",0,0,0,27,2,25,1,"Je me sens encore maître du véhicule et je vois l'intelligence artificielle comme un assistant qui me conseille et m'aide sur la conduite   ","Level2","Car",2,"text91",91,23,23,26.09,356.52,60.87,21.74,21.74,21.74,0,0,0,0,0,13.04,17.39,0,0,17.39,0,8.7,4.35,13.04,0,8.7,4.35,0,13.04,0,0,0,8.7,8.7,0,0,0,0,21.74,4.35,0,0,0,0,0,17.39,0,8.7,4.35,0,4.35,0,0,0,0,0,17.39,8.7,4.35,4.35,8.7,4.35,4.35,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,8.7,8.7,0,8.7
"","","Dans le cas d'une voiture autonome de niveau 5, je ne me sens absolument pas maître de mon véhicule. Si une panne électrique survient, il n'y a aucun moyen de prendre le contrôle de la voiture ","",0,20,45,80,1,21,1,"  Dans le cas d'une voiture autonome de niveau 5, je ne me sens absolument pas maître de mon véhicule. Si une panne électrique survient, il n'y a aucun moyen de prendre le contrôle de la voiture  ","Level5","Car",1,"text92",92,19.5,39,23.08,276.92,51.28,15.38,15.38,7.69,0,0,7.69,0,0,23.08,7.69,2.56,0,5.13,0,2.56,12.82,2.56,7.69,10.26,2.56,0,0,0,0,0,0,0,0,0,0,0,20.51,2.56,2.56,2.56,2.56,2.56,2.56,5.13,10.26,5.13,0,0,5.13,2.56,2.56,0,0,0,12.82,5.13,5.13,0,2.56,7.69,0,0,0,0,0,2.56,0,0,12.82,2.56,5.13,0,0,0,0,0,5.13,5.13,0,12.82
"","","","Plutôt confiante car si la voiture est autorisée c’est qu’il y a peu de risques.
Un peu inquiète par rapports à mes donnes personnelles.",1,1,9,46,2,23,1,"   Plutôt confiante car si la voiture est autorisée c’est qu’il y a peu de risques.
Un peu inquiète par rapports à mes donnes personnelles.","Level5","Cloud",1,"text93",93,13,26,26.92,311.54,42.31,3.85,3.85,3.85,0,0,0,0,0,11.54,23.08,11.54,3.85,19.23,0,11.54,11.54,7.69,0,11.54,3.85,0,11.54,0,0,3.85,7.69,0,7.69,7.69,0,0,26.92,0,7.69,7.69,7.69,3.85,3.85,3.85,7.69,0,0,0,0,0,0,0,0,0,15.38,3.85,3.85,0,0,3.85,0,0,3.85,0,0,3.85,0,0,15.38,7.69,0,0,0,0,0,0,7.69,7.69,0,7.69
"","","Je me sentirai pas maître de mon véhicule, le véhicule réfléchit pour moi, je n'ai aucune action sur lui, aucun moyen de reprendre la main, ça serait pratique mais je pense que j'aurais du mal à me dire que c'est MON véhicule, enfin je sais pas si une fois testé ça ferait pareil.","",0,0,6,38,2,25,1,"  Je me sentirai pas maître de mon véhicule, le véhicule réfléchit pour moi, je n'ai aucune action sur lui, aucun moyen de reprendre la main, ça serait pratique mais je pense que j'aurais du mal à me dire que c'est MON véhicule, enfin je sais pas si une fois testé ça ferait pareil. ","Level5","Car",3,"text94",94,59,59,13.56,316.95,57.63,23.73,23.73,16.95,0,0,6.78,0,0,10.17,15.25,5.08,0,6.78,5.08,1.69,8.47,8.47,8.47,8.47,1.69,0,1.69,0,0,0,3.39,1.69,1.69,0,0,1.69,18.64,8.47,1.69,3.39,3.39,1.69,0,5.08,6.78,6.78,0,1.69,3.39,3.39,1.69,1.69,0,0,10.17,1.69,3.39,3.39,5.08,6.78,0,0,0,0,0,0,0,0,15.25,1.69,8.47,0,0,0,0,0,5.08,5.08,0,15.25
"","Le niveau 2 me correspond dans la mesure où cela permet tout de même de garder le contrôle de son véhicule. De plus, cela permet de conduire ""normalement"" ce qui reste un plaisir pour ma part.","","",1,1,1,1,2,23,1," Le niveau 2 me correspond dans la mesure où cela permet tout de même de garder le contrôle de son véhicule. De plus, cela permet de conduire ""normalement"" ce qui reste un plaisir pour ma part.  ","Level2","Cloud",3,"text95",95,20.5,41,14.63,292.68,48.78,14.63,14.63,4.88,0,0,9.76,0,0,21.95,17.07,0,2.44,9.76,0,7.32,19.51,2.44,0,12.2,2.44,0,2.44,0,0,0,4.88,4.88,0,0,0,0,24.39,2.44,7.32,2.44,0,2.44,4.88,7.32,2.44,0,0,0,0,0,0,0,0,0,19.51,4.88,7.32,0,0,2.44,0,0,0,0,0,4.88,0,0,12.2,4.88,2.44,0,0,0,0,0,4.88,0,0,12.2
"","","Je me sens totalement dépourvu, aucune maîtrise, aucun contrôle. Très déstabilisant. Il faut avoir totale confiance dans l'IA. ","",0,0,5,10,2,38,2,"  Je me sens totalement dépourvu, aucune maîtrise, aucun contrôle. Très déstabilisant. Il faut avoir totale confiance dans l'IA.  ","Level5","Car",2,"text96",96,7.66666666666667,23,26.09,308.7,34.78,13.04,13.04,8.7,0,0,4.35,0,0,0,13.04,4.35,0,8.7,0,8.7,4.35,0,8.7,13.04,0,0,0,0,0,0,8.7,4.35,4.35,0,0,0,47.83,13.04,8.7,0,4.35,17.39,8.7,4.35,13.04,4.35,0,0,4.35,0,0,0,0,0,8.7,0,4.35,0,4.35,13.04,0,0,0,0,0,0,0,0,26.09,13.04,8.7,0,0,0,0,0,4.35,4.35,0,26.09
"","Je ne me sens pas du tout maître de mon véhicule. Le fait de savoir d’une voiture contrôle même juste une fonction, ça me perturbe et ça fait peur. Ça donne une impression que la voiture peut faire ce qu’elle veut à tout moment. Ça ne donne pas confiance.","","",0,0,0,10,2,24,1," Je ne me sens pas du tout maître de mon véhicule. Le fait de savoir d’une voiture contrôle même juste une fonction, ça me perturbe et ça fait peur. Ça donne une impression que la voiture peut faire ce qu’elle veut à tout moment. Ça ne donne pas confiance.  ","Level2","Cloud",1,"text97",97,13.5,54,16.67,316.67,51.85,18.52,18.52,7.41,0,0,11.11,0,0,14.81,14.81,0,0,12.96,0,7.41,5.56,3.7,7.41,11.11,3.7,0,3.7,0,0,0,5.56,1.85,3.7,3.7,0,0,29.63,3.7,7.41,0,1.85,7.41,3.7,7.41,3.7,1.85,0,0,1.85,0,0,0,0,0,14.81,9.26,1.85,1.85,1.85,11.11,0,0,0,0,0,0,0,0,12.96,7.41,1.85,0,0,0,0,0,3.7,3.7,0,9.26
"","","sachant que je n'ai pas le contrôle (ni l'équipement classique pour l'avoir, d'ailleurs), je me sens sans contrôle du véhicule","",9,39,73,93,2,26,1,"  sachant que je n'ai pas le contrôle (ni l'équipement classique pour l'avoir, d'ailleurs), je me sens sans contrôle du véhicule ","Level5","Car",3,"text98",98,24,24,33.33,250,41.67,20.83,20.83,12.5,0,0,8.33,0,0,8.33,16.67,8.33,4.17,8.33,0,0,4.17,8.33,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,8.33,8.33,0,0,0,8.33,4.17,4.17,4.17,0,0,4.17,0,0,0,0,0,4.17,0,0,0,0,8.33,0,0,0,0,0,0,0,0,33.33,0,8.33,0,0,0,0,0,16.67,16.67,0,25
"Je trouve que le fait que la voiture puisse nous rappeler à l’ordre avec une sonnerie est très 
perturbant, voir stressant. Je ne me sentirai pas maître du véhicule avec une voiture de niveau 2 car là plus part des commandes sont automatisées. Quitte à avoir une voiture autonome autant qu’elle le soit à 100% avec un fort taux de fiabilité, ou alors pas du tout car l’entre deux peut être déstabilisant et vu qu’il faut rester très attentif, il n’y a pas le bénéfice de la voiture automone qui est pour moi de ne pas se soucier de la conduite du tout. A ce compte là autant avoir une voiture automatique classique qui rend la conduite plus agréable tout en nous laissant maître du véhicule.
Pour la dernière phrase en gras sur le localisation de l’intelligence artificielle dans le véhicule, aucune importance pour moi qu’elle soit dedans, dehors, sur le toit... pas d’importance tant que la fonction est remplie.","","","",7,7,7,53,2,23,1,"Je trouve que le fait que la voiture puisse nous rappeler à l’ordre avec une sonnerie est très 
perturbant, voir stressant. Je ne me sentirai pas maître du véhicule avec une voiture de niveau 2 car là plus part des commandes sont automatisées. Quitte à avoir une voiture autonome autant qu’elle le soit à 100% avec un fort taux de fiabilité, ou alors pas du tout car l’entre deux peut être déstabilisant et vu qu’il faut rester très attentif, il n’y a pas le bénéfice de la voiture automone qui est pour moi de ne pas se soucier de la conduite du tout. A ce compte là autant avoir une voiture automatique classique qui rend la conduite plus agréable tout en nous laissant maître du véhicule.
Pour la dernière phrase en gras sur le localisation de l’intelligence artificielle dans le véhicule, aucune importance pour moi qu’elle soit dedans, dehors, sur le toit... pas d’importance tant que la fonction est remplie.   ","Level2","Car",5,"text99",99,35,175,22.86,281.14,49.71,9.71,9.71,3.43,1.14,0,5.14,0,0,16,14.29,4.57,2.86,6.86,0.57,9.14,13.71,5.71,4.57,9.71,3.43,0,0.57,0,0,0,5.71,3.43,2.29,1.71,0,0,21.14,4.57,1.71,0.57,1.71,2.29,0.57,9.71,5.71,3.43,1.14,0.57,0.57,0.57,0.57,0.57,0,0.57,19.43,7.43,7.43,0.57,1.71,2.86,0.57,0,1.14,0,0,0,0,0,13.14,4.57,3.43,0,0,0,0,0,4.57,4.57,0,8.57
"","","","Je trouve important d'encore garder la possibilité de mainmise sur la conduite bien que l'assistance dans certains aspects comme le changement de voie peuvent être bénéfiques.",5,30,45,55,1,23,1,"   Je trouve important d'encore garder la possibilité de mainmise sur la conduite bien que l'assistance dans certains aspects comme le changement de voie peuvent être bénéfiques.","Level5","Cloud",2,"text100",100,27,27,40.74,244.44,40.74,7.41,7.41,3.7,0,0,3.7,0,0,22.22,14.81,3.7,0,7.41,0,7.41,14.81,3.7,0,0,0,0,7.41,0,0,0,3.7,3.7,0,0,0,0,22.22,3.7,0,0,3.7,3.7,3.7,11.11,0,0,0,0,0,0,0,0,0,0,18.52,7.41,11.11,0,0,3.7,0,0,0,0,0,3.7,0,0,11.11,3.7,0,0,0,0,0,0,7.41,7.41,0,11.11
"","","Je ne me sens pas maître de mon véhicule. Je ne contrôle rien. En cas, de problème, je ne pourrais pas réagir car ma concentration sera focalisée ailleurs et non plus sur la conduite. ","",1,2,4,22,2,23,1,"  Je ne me sens pas maître de mon véhicule. Je ne contrôle rien. En cas, de problème, je ne pourrais pas réagir car ma concentration sera focalisée ailleurs et non plus sur la conduite.  ","Level5","Car",-1,"text101",101,13,39,20.51,297.44,56.41,15.38,15.38,15.38,0,0,0,0,0,7.69,10.26,0,2.56,2.56,2.56,5.13,12.82,5.13,17.95,5.13,0,0,0,0,0,0,5.13,2.56,2.56,0,0,0,38.46,5.13,7.69,2.56,2.56,0,2.56,5.13,17.95,2.56,0,0,2.56,0,0,0,0,0,10.26,2.56,5.13,0,2.56,5.13,0,0,0,0,0,0,0,0,12.82,7.69,5.13,0,0,0,0,0,0,0,0,12.82
"","","Je ne me sens pas maître du véhicule. Le fait de ne pas pouvoir la contrôler me fait très peur, c'est comme être dans un avion.","",0,6,36,74,2,23,1,"  Je ne me sens pas maître du véhicule. Le fait de ne pas pouvoir la contrôler me fait très peur, c'est comme être dans un avion. ","Level5","Car",-2,"text102",102,14.5,29,10.34,331.03,51.72,13.79,13.79,10.34,0,0,3.45,0,0,17.24,24.14,6.9,0,17.24,0,6.9,6.9,0,13.79,6.9,3.45,0,0,0,0,0,3.45,0,3.45,3.45,0,0,34.48,3.45,10.34,0,6.9,0,3.45,6.9,10.34,3.45,0,0,3.45,0,0,0,0,0,13.79,6.9,3.45,0,3.45,13.79,0,0,0,0,0,0,0,0,13.79,6.9,3.45,0,0,0,0,0,3.45,3.45,0,13.79
"","S'il est possible pour moi de reprendre le volant n'importe quand alors je me sentirais totalement maitre du véhicule. ","","",0,0,0,0,2,22,1," S'il est possible pour moi de reprendre le volant n'importe quand alors je me sentirais totalement maitre du véhicule.   ","Level2","Cloud",1,"text103",103,20,20,30,280,50,20,20,15,0,0,5,0,0,15,15,5,0,5,5,10,10,5,0,5,0,0,5,0,0,0,5,0,5,0,0,0,20,5,0,0,10,5,0,0,0,5,0,0,5,0,0,0,0,0,15,5,0,5,5,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,10,10,0,15
"","Maître du vehicule j ai l'impression de faire de la conduite accompagné dans la meseure où je peux intervenir dans la conduite du vehicule ","","",13,45,56,70,2,22,1," Maître du vehicule j ai l'impression de faire de la conduite accompagné dans la meseure où je peux intervenir dans la conduite du vehicule   ","Level2","Cloud",0,"text104",104,24,24,33.33,237.5,41.67,4.17,4.17,4.17,0,0,0,0,0,33.33,16.67,4.17,4.17,8.33,0,0,16.67,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,16.67,0,4.17,0,4.17,0,0,8.33,0,0,0,0,0,0,0,0,0,0,25,16.67,8.33,0,4.17,8.33,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,4.17,4.17,0,4.17
"","Je me sens maître de mon véhicule et j’ai l’impression que celui ci est là uniquement pour gérer les aspects de sécurité de ma conduite ","","",0,0,0,2,2,24,1," Je me sens maître de mon véhicule et j’ai l’impression que celui ci est là uniquement pour gérer les aspects de sécurité de ma conduite   ","Level2","Cloud",2,"text105",105,25,25,24,312,56,24,24,20,0,0,4,0,0,20,16,8,0,12,0,4,16,8,0,0,0,0,0,0,0,0,12,8,0,0,0,0,12,8,0,0,0,0,0,8,0,4,0,0,4,0,0,0,0,0,20,4,4,4,8,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8,0,0
"","","","Je ne me sentirais pas du tout maître de mon véhicule et je n’arriverais pas à me sentir totalement en confiance ",0,10,10,40,2,23,1,"   Je ne me sentirais pas du tout maître de mon véhicule et je n’arriverais pas à me sentir totalement en confiance ","Level5","Cloud",1,"text106",106,21,21,23.81,385.71,71.43,23.81,23.81,23.81,0,0,0,0,0,9.52,14.29,0,0,0,9.52,9.52,14.29,4.76,19.05,4.76,0,0,0,0,0,0,4.76,4.76,0,0,0,0,42.86,9.52,0,0,0,14.29,4.76,14.29,4.76,9.52,0,0,9.52,0,0,0,0,0,9.52,4.76,4.76,0,4.76,14.29,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,4.76,4.76,0,0
"","Il est évident que laisser la gestion de la vitesse, du freinage ou de la direction des roues n’est pas quelque chose que je ferai de mon plein gré. La vitesse est ce qui rend la conduite plus agréable. Le freinage et la direction sont ce qui la rende plus sûre. Aucune de ces 3 dimensions ne peut être laissée à un ordinateur à mes yeux ","","",1,1,10,29,1,23,1," Il est évident que laisser la gestion de la vitesse, du freinage ou de la direction des roues n’est pas quelque chose que je ferai de mon plein gré. La vitesse est ce qui rend la conduite plus agréable. Le freinage et la direction sont ce qui la rende plus sûre. Aucune de ces 3 dimensions ne peut être laissée à un ordinateur à mes yeux   ","Level2","Cloud",0,"text107",107,17.5,70,21.43,301.43,50,10,10,4.29,0,0,5.71,0,0,21.43,15.71,5.71,5.71,5.71,1.43,4.29,11.43,7.14,5.71,8.57,1.43,0,0,0,0,0,7.14,7.14,0,0,0,0,24.29,7.14,2.86,0,2.86,2.86,2.86,12.86,5.71,2.86,1.43,0,0,1.43,1.43,0,0,0,21.43,5.71,4.29,2.86,4.29,4.29,0,0,1.43,0,0,0,0,0,7.14,4.29,1.43,0,0,0,0,0,1.43,1.43,0,5.71
"","","Je ne me sens pas maître de mon véhicule. Tout est dirigé par l’intelligence artificielle, je ne suis que simple passager.
Sur une autoroute, le fait que le véhicule soit contrôlée par un pilote automatique, cela me fait peur. Je n’aurais pas totalement confiance en la voiture. Par contre, le fait que ce type de voiture soit utilisable dans des villes en remplacement d’un bus par exemple, cela me rassure car la vitesse est moindre. ","",0,0,10,25,2,22,1,"  Je ne me sens pas maître de mon véhicule. Tout est dirigé par l’intelligence artificielle, je ne suis que simple passager.
Sur une autoroute, le fait que le véhicule soit contrôlée par un pilote automatique, cela me fait peur. Je n’aurais pas totalement confiance en la voiture. Par contre, le fait que ce type de voiture soit utilisable dans des villes en remplacement d’un bus par exemple, cela me rassure car la vitesse est moindre.  ","Level5","Car",1,"text108",108,17,85,22.35,283.53,49.41,12.94,12.94,8.24,0,0,4.71,0,0,12.94,12.94,2.35,2.35,9.41,1.18,4.71,12.94,7.06,5.88,7.06,2.35,0,3.53,0,0,1.18,4.71,3.53,1.18,1.18,0,0,20,1.18,7.06,0,0,3.53,2.35,5.88,4.71,1.18,0,0,1.18,0,0,0,0,0,20,11.76,4.71,2.35,3.53,8.24,1.18,0,0,0,0,0,0,0,15.29,5.88,5.88,0,0,0,0,0,3.53,3.53,0,11.76
"","","À l'intérieur de ce véhicule on pourrait penser ne pas y être maître à bord. Pas de volant, ni de pédales pour reprendre la main sur l'IA en cas de besoin. Il faut donc une totale confiance avant de monter dans ce véhicule. 
La seule chose que maîtrise l'humain ici est sa parole, ce qu'il indique à la machine (destination, itinéraire, allure du véhicule...) 

Finalement l'humain se déresponsabilise, il n'a plus besoin d'attention lors de la conduite. Le véhicule devient en quelque sorte un transport en commun individuel. ","",0,0,0,15,1,26,1,"  À l'intérieur de ce véhicule on pourrait penser ne pas y être maître à bord. Pas de volant, ni de pédales pour reprendre la main sur l'IA en cas de besoin. Il faut donc une totale confiance avant de monter dans ce véhicule. 
La seule chose que maîtrise l'humain ici est sa parole, ce qu'il indique à la machine (destination, itinéraire, allure du véhicule...) 

Finalement l'humain se déresponsabilise, il n'a plus besoin d'attention lors de la conduite. Le véhicule devient en quelque sorte un transport en commun individuel.  ","Level5","Car",1,"text109",109,17.1666666666667,103,23.3,235.92,42.72,7.77,7.77,0.97,0,0,6.8,0,0,13.59,7.77,2.91,1.94,3.88,0.97,5.83,16.5,2.91,4.85,5.83,1.94,0,3.88,0,0,0.97,5.83,1.94,1.94,0,0,0.97,19.42,0.97,2.91,0,3.88,4.85,0.97,6.8,3.88,1.94,0,0.97,0.97,2.91,0.97,0,0,0,15.53,1.94,7.77,2.91,2.91,2.91,0,0,0,0,0,0,0,0,21.36,7.77,4.85,0,0,0,0,0,6.8,6.8,0,19.42
"","","","Je ne me sens pas maitre du véhicule, même si j'ai confiance au système de la voiture autonome. Du coup, je serais partant pour essayer.",0,0,16,49,1,23,1,"   Je ne me sens pas maitre du véhicule, même si j'ai confiance au système de la voiture autonome. Du coup, je serais partant pour essayer.","Level5","Cloud",-1,"text110",110,14.5,29,24.14,258.62,48.28,13.79,13.79,13.79,0,0,0,0,0,17.24,6.9,3.45,0,6.9,0,3.45,10.34,3.45,6.9,3.45,0,0,0,0,0,0,6.9,3.45,3.45,0,3.45,0,20.69,3.45,0,3.45,3.45,3.45,3.45,0,6.9,6.9,0,0,6.9,3.45,0,3.45,0,0,13.79,6.9,0,0,0,3.45,0,0,0,0,0,0,0,0,17.24,6.9,6.9,0,0,0,0,0,3.45,3.45,0,17.24
"","","Absolument pas maître et absolument aucune confiance dans ce genre de technologies qui peuvent être là cible de cyber attaque ","",0,0,0,0,2,22,1,"  Absolument pas maître et absolument aucune confiance dans ce genre de technologies qui peuvent être là cible de cyber attaque  ","Level5","Car",0,"text111",111,20,20,30,315,55,5,5,0,0,0,5,0,0,10,10,5,0,5,0,15,15,10,10,5,0,0,0,0,0,0,10,5,5,0,5,0,35,0,0,0,5,15,5,15,5,0,0,0,0,5,0,5,0,0,10,0,10,0,5,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Très clairement aucune maitrise du véhicule puisque je ne peux pas réagir en cas de problème sans volant ni pédales. Je pense que je ne serais vraiment pas rassurée. Après c'est peut être une question d'habitude, finalement même les avions sont parfois en pilote automatique. ","",0,0,5,15,2,22,1,"  Très clairement aucune maitrise du véhicule puisque je ne peux pas réagir en cas de problème sans volant ni pédales. Je pense que je ne serais vraiment pas rassurée. Après c'est peut être une question d'habitude, finalement même les avions sont parfois en pilote automatique.  ","Level5","Car",2,"text112",112,16.3333333333333,49,26.53,273.47,48.98,6.12,6.12,6.12,0,0,0,0,0,8.16,14.29,4.08,4.08,6.12,0,12.24,8.16,8.16,12.24,8.16,2.04,0,6.12,0,0,0,6.12,2.04,4.08,0,0,0,32.65,2.04,4.08,2.04,10.2,4.08,0,2.04,12.24,2.04,2.04,0,0,0,0,0,0,0,12.24,6.12,0,6.12,2.04,0,0,0,0,0,0,0,0,0,12.24,6.12,2.04,0,0,0,0,0,4.08,4.08,0,12.24
"Je me sens assisté et peu en confiance, j'aurais envie de garder le contrôle sur la direction des roues au minimum ","","","",0,0,10,20,1,22,1,"Je me sens assisté et peu en confiance, j'aurais envie de garder le contrôle sur la direction des roues au minimum    ","Level2","Car",1,"text113",113,22,22,27.27,359.09,54.55,18.18,18.18,13.64,0,0,4.55,0,0,22.73,18.18,4.55,4.55,4.55,4.55,4.55,18.18,4.55,0,4.55,0,0,4.55,0,0,0,9.09,9.09,4.55,0,4.55,0,27.27,9.09,9.09,0,0,4.55,13.64,4.55,0,4.55,0,0,4.55,0,0,0,0,0,18.18,9.09,4.55,0,4.55,13.64,0,0,0,0,0,0,0,0,9.09,0,4.55,0,0,0,0,0,4.55,4.55,0,9.09
"","","","Je ne me sens aucunement maître de mon véhicule, au même titre que lorsque je suis sur le siège passager d'une voiture classique",0,0,0,3,2,22,1,"   Je ne me sens aucunement maître de mon véhicule, au même titre que lorsque je suis sur le siège passager d'une voiture classique","Level5","Cloud",4,"text114",114,24,24,25,320.83,58.33,20.83,20.83,16.67,0,0,4.17,0,0,16.67,12.5,0,4.17,8.33,0,4.17,12.5,8.33,8.33,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,4.17,0,0,0,0,8.33,8.33,4.17,0,0,4.17,0,0,0,0,0,20.83,8.33,8.33,4.17,4.17,4.17,0,0,0,0,0,0,0,0,8.33,0,4.17,0,0,0,0,0,4.17,4.17,0,8.33
"pour ma part du moment que je peux allumer ou éteindre mon véhicule je me sentirais maître de mon véhicule ","","","",1,1,1,10,2,30,1,"pour ma part du moment que je peux allumer ou éteindre mon véhicule je me sentirais maître de mon véhicule    ","Level2","Car",0,"text115",115,20,20,25,295,60,30,30,30,0,0,0,0,0,10,15,0,0,5,5,5,10,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,15,5,5,0,5,0,0,5,0,10,5,0,5,0,0,0,0,0,10,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","","Je pense que je garde une partie du contrôle de mon véhicule étant donné que j'ai toujours le choix de la destination, en revanche je délègue les taches de conduite à la voiture ce qui ne me dérange absolument pas. ",0,0,30,80,2,25,1,"   Je pense que je garde une partie du contrôle de mon véhicule étant donné que j'ai toujours le choix de la destination, en revanche je délègue les taches de conduite à la voiture ce qui ne me dérange absolument pas. ","Level5","Cloud",3,"text116",116,42,42,23.81,292.86,59.52,19.05,19.05,14.29,0,0,4.76,0,0,21.43,9.52,2.38,2.38,7.14,0,4.76,11.9,7.14,4.76,4.76,2.38,0,4.76,0,0,0,4.76,0,4.76,2.38,2.38,0,19.05,2.38,2.38,0,2.38,4.76,4.76,9.52,4.76,0,0,0,0,0,0,0,0,0,11.9,7.14,2.38,2.38,0,2.38,0,0,0,0,0,2.38,0,0,7.14,2.38,2.38,0,0,0,0,0,2.38,2.38,0,7.14
"","","Si je peux maîtriser les pédales à tous moment et surtout si il est expliqué à chaque fois ce qu’il est entrain de se passer et au moindre problème une assistance serait disponible ","",76,4,12,70,1,22,2,"  Si je peux maîtriser les pédales à tous moment et surtout si il est expliqué à chaque fois ce qu’il est entrain de se passer et au moindre problème une assistance serait disponible  ","Level5","Car",-1,"text117",117,33,33,27.27,351.52,57.58,12.12,12.12,6.06,0,0,6.06,0,0,12.12,21.21,6.06,6.06,9.09,0,3.03,12.12,12.12,0,15.15,3.03,0,6.06,0,0,0,9.09,6.06,3.03,0,0,0,36.36,3.03,3.03,9.09,9.09,9.09,0,15.15,6.06,0,0,0,0,0,0,0,0,0,18.18,6.06,6.06,6.06,3.03,3.03,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,3.03,3.03,0,0
"","","Je me considère comme maitre uniquement sur la décision  du lieu d'arriver et de la possibilité de choisir le chemin le plus court / le moins chère 
/ le plusbjolie ( route touristique) et après je laisse l'IA s'adapter à mes envies ","",5,75,5,50,1,40,2,"  Je me considère comme maitre uniquement sur la décision  du lieu d'arriver et de la possibilité de choisir le chemin le plus court / le moins chère 
/ le plusbjolie ( route touristique) et après je laisse l'IA s'adapter à mes envies  ","Level5","Car",1,"text118",118,43,43,20.93,283.72,46.51,18.6,18.6,9.3,0,0,9.3,0,0,20.93,11.63,0,2.33,6.98,0,6.98,13.95,4.65,0,2.33,0,0,0,0,0,0,9.3,9.3,2.33,0,2.33,0,20.93,6.98,0,0,0,0,2.33,11.63,4.65,0,0,0,0,0,0,0,0,0,20.93,2.33,11.63,4.65,0,0,0,0,2.33,0,0,0,0,0,16.28,0,0,0,0,0,0,0,6.98,6.98,0,11.63
